,artistId,name,relatedArtists,followers,popularity,genres,indegreeCentrality,eigenCentrality,betweenCentrality,closenessCentrality,pageRank
27,5CEosSs2y4M9THNGI6mej8,Amir Tataloo,"['1yPzb9mqugowOfUs2vIOgL', '1HxhTTLPJlj5uiYSdjVgGU', '5vVveQB8n4kETe67waTS3t', '1bVetRIib0DC0OuFKkrB17', '0Tvuhy3Z9svIM16dPhNgb9']",6831,35,['persian pop'],0,8.26361545524e-19,0.0,0.0,0.0005140468236726006
28,5vVveQB8n4kETe67waTS3t,Ho3ein,"['1PgsdK1Ll4oK28g6KLPOg1', '2B4DnBz9uzJN5nPgLEHCt7', '3tecdksDTajgP8xxkuDgyJ', '0u4qrFczDmAsJesHPgbnru', '7AJU2n7M6XW5j1fdqTdZgI']",7420,32,"['persian alternative', 'persian hip hop']",5,1.53193452181e-17,0.000310112370413878,0.02923709456372773,0.002094265817754228
29,1BFRK4Cr65UGvumFsJcntf,Parvin,"['6XJ5KXl0DaiBPd5xH5x7i5', '1grC023GSmH0FTqX3Pwxgw', '3okNAfAoJirApXXZy4vtup', '7IHTK9lmwhFuuJ2ditvlQr', '6AjwgAZIBM1QvBEc6tioCz']",630,12,['classic persian pop'],0,-2.41238916313e-18,0.0,0.0,0.0005140468236726006
30,3okNAfAoJirApXXZy4vtup,Nader Golchin,"['7DCmQW885aZQY5fhN1C2PD', '78j1lyp6JO4xzjQzsjKji6', '5JzWJLctBqdLXO96YxXvT9', '1grC023GSmH0FTqX3Pwxgw', '25MK2fNxURgal32iaffifr']",169,2,['classic persian pop'],2,3.74874463881e-06,0.019183560096457927,0.0651179218777594,0.001198706278016895
31,5b1CDxqOGnXr5M1DUn2XQh,Hayedeh,"['2jvB5M73tBZlWybPmxIaw7', '1FEABcMZtFitRlvH8V0UJI', '4NdEcxTgFXf083ttLRBZOE', '3pI1XXzzKOYdYCLWurc2Ky', '5vGVXwtTLpfUyOxX5nkV0P']",22334,40,['classic persian pop'],22,1.82768901651e-05,0.12300483188920378,0.19917175453816313,0.03377493686507621
32,1xA7r3Y1UGCp3rQMkgFXz4,Faramarz Aslani,"['2jvB5M73tBZlWybPmxIaw7', '5b1CDxqOGnXr5M1DUn2XQh', '4DKaZIByJZluOmixSYIjjk', '5WCHc16VvzVCmBKH70CYfw', '2IYl0pVatTl6O2d1CQj6GQ']",11207,34,['classic persian pop'],9,4.71820377228e-06,0.039398404123415894,0.17545402767063437,0.014268163000385727
33,7F3Cjk0SeVN410JfnpVzGu,Sattar,"['5vGVXwtTLpfUyOxX5nkV0P', '5b1CDxqOGnXr5M1DUn2XQh', '4NdEcxTgFXf083ttLRBZOE', '1FEABcMZtFitRlvH8V0UJI', '2qNu2Ys8ePDMvKwixWNdbS']",8331,34,['classic persian pop'],0,2.29945907376e-19,0.0,0.0,0.0005140468236726006
34,5dXcd9n6xLT4yIgnmevz37,Davood Behboodi,"['69bVyzCRQweGwImywypLRD', '5akOgE7THgqgmt4fAxQkre', '2HGF8MZq8nygoAlDB3BhCP', '0EffwahbVorwsGoVtfovXM', '2Y2gsVQ9NzlSlQdCgnQ6ug']",1200,19,['classic persian pop'],2,0.0291810165808,1.989656988134223e-05,0.11127521136163072,0.002607317801772959
35,69bVyzCRQweGwImywypLRD,Susan Roshan,"['5akOgE7THgqgmt4fAxQkre', '2HGF8MZq8nygoAlDB3BhCP', '3Tf5EjUPHi04W0filXAkrG', '0EffwahbVorwsGoVtfovXM', '5TJxWW696uXFzZYpp9b6nk']",1356,21,['classic persian pop'],9,0.317721059123,0.010274462506141323,0.14841196272625262,0.019581990529481723
36,2HGF8MZq8nygoAlDB3BhCP,Nahid,"['69bVyzCRQweGwImywypLRD', '5akOgE7THgqgmt4fAxQkre', '5dXcd9n6xLT4yIgnmevz37', '3Tf5EjUPHi04W0filXAkrG', '0EffwahbVorwsGoVtfovXM']",1495,18,['classic persian pop'],3,0.082144429767,0.001697559147150649,0.12646479553922663,0.005593074355909531
37,5akOgE7THgqgmt4fAxQkre,Faramarz Assef,"['3Tf5EjUPHi04W0filXAkrG', '69bVyzCRQweGwImywypLRD', '0EffwahbVorwsGoVtfovXM', '5coMLgB6HtAg6rf9QVPLPa', '2Y2gsVQ9NzlSlQdCgnQ6ug']",1613,26,['classic persian pop'],11,0.386672962184,0.007323136351347243,0.15718696309310046,0.02396438150883691
38,0FYkbjit3zaFIN4kvVUdGW,Alireza Eftekhari,"['5b1CDxqOGnXr5M1DUn2XQh', '2jvB5M73tBZlWybPmxIaw7', '7f8OibY3PULjl3LFgONPXC', '4NdEcxTgFXf083ttLRBZOE', '0cuFX3PhgtIqQDKPLCL854']",3449,27,"['classic persian pop', 'persian traditional']",7,2.95882542396e-06,0.029771306329984426,0.17297235825520815,0.005019720812785737
39,0Ivc48Y30tpafzyoi2U4OJ,Hoorosh Band,"['3lDvSMuYmhBK4KhJ9Bryak', '0RijxlHRlHCt8hYWPclQRJ', '3ik1ITmfyz6tnIgodqEHlz', '72YzRGDNjyHcUMLtsmJgKN', '1XLGWRdWbnYF5WrI8Kli4m']",4780,36,['persian pop'],8,4.77733204322e-08,0.0013506082601559986,0.09579788231167874,0.010466230789949548
40,72YzRGDNjyHcUMLtsmJgKN,Amirabbas Golab,"['3lDvSMuYmhBK4KhJ9Bryak', '0Ivc48Y30tpafzyoi2U4OJ', '0RijxlHRlHCt8hYWPclQRJ', '1XLGWRdWbnYF5WrI8Kli4m', '3ik1ITmfyz6tnIgodqEHlz']",2823,29,['persian pop'],5,2.15567377727e-08,0.002185440187952751,0.09963459349312268,0.006528797578323364
41,0RijxlHRlHCt8hYWPclQRJ,Puzzle Band,"['0Ivc48Y30tpafzyoi2U4OJ', '3lDvSMuYmhBK4KhJ9Bryak', '3ik1ITmfyz6tnIgodqEHlz', '72YzRGDNjyHcUMLtsmJgKN', '1IlwO4YlID1tcb5QgWOiQu']",5025,37,['persian pop'],9,2.82460566769e-08,0.004860108111212108,0.10467855384747538,0.008224569870721636
42,3lDvSMuYmhBK4KhJ9Bryak,Behnam Bani,"['0Ivc48Y30tpafzyoi2U4OJ', '0RijxlHRlHCt8hYWPclQRJ', '1IlwO4YlID1tcb5QgWOiQu', '72YzRGDNjyHcUMLtsmJgKN', '1XLGWRdWbnYF5WrI8Kli4m']",7384,38,['persian pop'],7,2.76121201548e-08,0.0020238368076041296,0.09938581797878279,0.007687303680259948
43,6Wv60Ia6xpfZG3WEazWwLo,Shahram Solati,"['0EffwahbVorwsGoVtfovXM', '5coMLgB6HtAg6rf9QVPLPa', '3Tf5EjUPHi04W0filXAkrG', '2Y2gsVQ9NzlSlQdCgnQ6ug', '4CXwPHzJ8f5TxtyrsjbwLl']",4027,29,"['classic persian pop', 'persian pop']",1,0.0714244072342,0.08875244428008248,0.129408949509452,0.004370476295685638
44,5coMLgB6HtAg6rf9QVPLPa,Pouya,"['0EffwahbVorwsGoVtfovXM', '3Tf5EjUPHi04W0filXAkrG', '5akOgE7THgqgmt4fAxQkre', '6Wv60Ia6xpfZG3WEazWwLo', '2Y2gsVQ9NzlSlQdCgnQ6ug']",1334,41,"['classic persian pop', 'persian pop']",8,0.357041904669,0.08943218980907423,0.1547993130208002,0.021436217544011177
45,6XJ5KXl0DaiBPd5xH5x7i5,Houshmand Aghili,"['1grC023GSmH0FTqX3Pwxgw', '25MK2fNxURgal32iaffifr', '7IHTK9lmwhFuuJ2ditvlQr', '1Sz090MImPxme9m9F5zM6x', '5TJxWW696uXFzZYpp9b6nk']",1023,14,['classic persian pop'],7,3.90024066136e-05,0.09739562813264656,0.0774486746589184,0.0028952210685223904
46,7IHTK9lmwhFuuJ2ditvlQr,Kouros Sarhangzadeh,"['6AjwgAZIBM1QvBEc6tioCz', '1grC023GSmH0FTqX3Pwxgw', '6XJ5KXl0DaiBPd5xH5x7i5', '25MK2fNxURgal32iaffifr', '7DCmQW885aZQY5fhN1C2PD']",583,6,"['classic persian pop', 'persian traditional']",7,1.81146098322e-05,0.03442895393272275,0.0708935984269172,0.0031067492072354426
47,6V6v6VpsjWE28oeoAnqPhg,Kaveh Yaghmaei,"['0tctijgZruddzQ8FCgvDj2', '4eVyI1yiHoRjVrxt5y7gGL', '5F3JQSbuDo4pWGLC2UTLTI', '3IDPcBP4OoTNvm3b4h46cW', '4tXhsMzLWZ1WL952nYBPTL']",2332,18,"['classic persian pop', 'persian alternative']",3,9.93181298903e-11,0.009287565934602171,0.08330480741582572,0.003185355092236313
48,5soNWYxH02JzesP081GwEl,Macan Band,"['2uae2HQyeF6uSsV7u1cUF2', '67kWRUuakWQ7zpgUCLWMCH', '10q6ToQDyMq4fIckvuwXEO', '3ik1ITmfyz6tnIgodqEHlz', '7gZ2ehh4RMlxJia3aVmoLM']",5858,35,['persian pop'],9,1.04356710395e-07,0.002821557281356267,0.09556787539136258,0.014884085037259387
49,1XLGWRdWbnYF5WrI8Kli4m,Hamed Homayoun,"['3lDvSMuYmhBK4KhJ9Bryak', '0Ivc48Y30tpafzyoi2U4OJ', '0RijxlHRlHCt8hYWPclQRJ', '3ik1ITmfyz6tnIgodqEHlz', '1IlwO4YlID1tcb5QgWOiQu']",9734,39,['persian pop'],6,2.31716867202e-08,0.002488935780393064,0.10426724322332027,0.006514987300521096
50,3ik1ITmfyz6tnIgodqEHlz,Masoud Sadeghloo,"['5soNWYxH02JzesP081GwEl', '67kWRUuakWQ7zpgUCLWMCH', '2uae2HQyeF6uSsV7u1cUF2', '10q6ToQDyMq4fIckvuwXEO', '0Ivc48Y30tpafzyoi2U4OJ']",4101,33,['persian pop'],14,1.22416883938e-07,0.016744032970325746,0.10481637946149444,0.019834183862508254
51,1FEABcMZtFitRlvH8V0UJI,Aref,"['5b1CDxqOGnXr5M1DUn2XQh', '5vGVXwtTLpfUyOxX5nkV0P', '2qNu2Ys8ePDMvKwixWNdbS', '4NdEcxTgFXf083ttLRBZOE', '0FYkbjit3zaFIN4kvVUdGW']",6918,32,['classic persian pop'],8,8.07386067447e-06,0.01055413577702965,0.16548235086120724,0.013430747050844004
52,6zu1JcNYULXTVw509cemBy,Hamed Nikpay,"['1Ztcq0hkmzT4gWfmWZx3wu', '6zhA5Vu3mPLVuSCf3RVtxH', '1aAvWm4c1RQ2HnxFQYGFKS', '2jljxkpACxjzTTEVNIFRXg', '27dwAgbXmxxoow8Mpn7aQz']",4429,24,"['classic persian pop', 'persian alternative', 'persian neo-traditional', 'persian traditional']",1,1.32350390157e-17,0.00026443753209301376,0.006700167504187605,0.0006526751810386583
53,6zhA5Vu3mPLVuSCf3RVtxH,Mahsa Vahdat,"['2jljxkpACxjzTTEVNIFRXg', '6zu1JcNYULXTVw509cemBy', '1Ztcq0hkmzT4gWfmWZx3wu', '5Uj3HYkiz1cn32IPHMqhOy', '3meYUCHyh5OayViOog5daw']",5322,28,"['classic persian pop', 'persian alternative', 'persian traditional']",2,4.0277683701e-18,0.00026542645889379555,0.010050251256281407,0.0007701568207034663
54,2uae2HQyeF6uSsV7u1cUF2,Mohsen Ebrahimzadeh,"['5soNWYxH02JzesP081GwEl', '67kWRUuakWQ7zpgUCLWMCH', '10q6ToQDyMq4fIckvuwXEO', '3ik1ITmfyz6tnIgodqEHlz', '7gZ2ehh4RMlxJia3aVmoLM']",4910,43,['persian pop'],6,1.01721297621e-07,0.0013852934707206093,0.09488443408939812,0.013892509186788292
55,4tXhsMzLWZ1WL952nYBPTL,Zedbazi,"['2X90kCLyxyPeJ5nynJGbvT', '0RN2n6EdV90CQmfhfxqv0f', '22ZtqI4yLm6eyx606HmbtE', '0tctijgZruddzQ8FCgvDj2', '1W5u8Bz2yimyuuI8QNYsNO']",16612,34,"['classic persian pop', 'persian alternative', 'persian hip hop', 'persian pop']",6,5.68799648806e-10,0.15982777361007214,0.0947261481691961,0.003982659999338539
56,2X90kCLyxyPeJ5nynJGbvT,Hichkas,"['4tXhsMzLWZ1WL952nYBPTL', '0u4qrFczDmAsJesHPgbnru', '0tctijgZruddzQ8FCgvDj2', '1W5u8Bz2yimyuuI8QNYsNO', '3IDPcBP4OoTNvm3b4h46cW']",12394,27,"['classic persian pop', 'conscious hip hop', 'persian hip hop']",2,1.55155954497e-10,0.03210394202856515,0.08463076628818834,0.0017462982905362455
57,1grC023GSmH0FTqX3Pwxgw,Elaheh,"['6XJ5KXl0DaiBPd5xH5x7i5', '25MK2fNxURgal32iaffifr', '7IHTK9lmwhFuuJ2ditvlQr', '6AjwgAZIBM1QvBEc6tioCz', '3okNAfAoJirApXXZy4vtup']",1400,15,"['classic persian pop', 'persian traditional']",8,1.87395174533e-05,0.03751070568490997,0.07093472000373094,0.0032896031571609057
58,6AjwgAZIBM1QvBEc6tioCz,Dariush Rafiee,"['7IHTK9lmwhFuuJ2ditvlQr', '1grC023GSmH0FTqX3Pwxgw', '25MK2fNxURgal32iaffifr', '5JzWJLctBqdLXO96YxXvT9', '78j1lyp6JO4xzjQzsjKji6']",486,3,"['classic persian pop', 'persian traditional']",4,1.09982476786e-05,0.05683211532248385,0.06518734396931351,0.002263683987079388
59,25MK2fNxURgal32iaffifr,Golpa,"['1grC023GSmH0FTqX3Pwxgw', '6XJ5KXl0DaiBPd5xH5x7i5', '7IHTK9lmwhFuuJ2ditvlQr', '6AjwgAZIBM1QvBEc6tioCz', '0uCPk7Qaa7trIUAo0MarQa']",1299,13,['classic persian pop'],5,1.8124772103e-05,0.01803606778481154,0.07081149813921954,0.00280976912513528
60,5JzWJLctBqdLXO96YxXvT9,Banan,"['7IHTK9lmwhFuuJ2ditvlQr', '1grC023GSmH0FTqX3Pwxgw', '78j1lyp6JO4xzjQzsjKji6', '1QbuQZVIsvz343sEqTPKot', '6XJ5KXl0DaiBPd5xH5x7i5']",2274,17,"['classic persian pop', 'persian traditional']",3,3.07303706555e-06,0.0068861019866045,0.06036103518580067,0.001365215735811858
61,7DCmQW885aZQY5fhN1C2PD,Pouran,"['69bVyzCRQweGwImywypLRD', '05owR1ds02eaZgCrtfATRF', '5akOgE7THgqgmt4fAxQkre', '5TJxWW696uXFzZYpp9b6nk', '3Tf5EjUPHi04W0filXAkrG']",1323,18,['classic persian pop'],4,4.6039668648e-06,0.014116410100116508,0.06539650122269099,0.0015770232159563835
62,0RN2n6EdV90CQmfhfxqv0f,Tm bax,"['05xOq3llEmAYBHDUsgHpi2', '4tXhsMzLWZ1WL952nYBPTL', '22ZtqI4yLm6eyx606HmbtE', '0DymMFBnzHFnWU0kosXtsQ', '72482nIO3fujPgLNJQWuCy']",7073,37,"['classic persian pop', 'persian pop']",3,1.03611893333e-09,0.06951275766180756,0.09667308876397798,0.002078660542924993
63,05xOq3llEmAYBHDUsgHpi2,Sami Beigi,"['0RN2n6EdV90CQmfhfxqv0f', '1HxhTTLPJlj5uiYSdjVgGU', '0mHI0Oi13X1Qi5ubUxYeUe', '0iMvs2xig8hcY8LdFCSHKZ', '22ZtqI4yLm6eyx606HmbtE']",11532,38,['persian pop'],7,3.57451357154e-09,0.137773721710953,0.0985426730752878,0.0026303870874483624
64,1HxhTTLPJlj5uiYSdjVgGU,Alishmas,"['05xOq3llEmAYBHDUsgHpi2', '4s7Z3TRfMsMcMwBbE6iSBV', '0LkkLM2M97UEG7hi5mLn3u', '0iMvs2xig8hcY8LdFCSHKZ', '0DymMFBnzHFnWU0kosXtsQ']",4411,36,['persian pop'],4,2.67256457302e-09,0.024384735253485723,0.09335225747055889,0.0015361400341051493
65,0iMvs2xig8hcY8LdFCSHKZ,Babak Jahanbakhsh,"['72482nIO3fujPgLNJQWuCy', '21bYSNzWliPW8JOHPMzx7X', '1tOtb40DeTYQJZPe11zSVx', '0T1TzS3WjueMtv79puFaqr', '5ImecuuoVCZHfMq7Ohe3pY']",6540,35,"['classic persian pop', 'persian pop']",12,6.59128104832e-07,0.19720866181656188,0.13802647549258706,0.007735780375198044
66,0T1TzS3WjueMtv79puFaqr,Behnam Safavi,"['1tOtb40DeTYQJZPe11zSVx', '00J3XSB6tD4SGSFflGseDx', '6CwqlS95wmmB4ZWgCtdzUi', '0iMvs2xig8hcY8LdFCSHKZ', '72482nIO3fujPgLNJQWuCy']",2683,27,['classic persian pop'],4,3.76132864612e-07,0.029529132100969562,0.11954199148233838,0.00434605486797709
67,5TJxWW696uXFzZYpp9b6nk,Farzin,"['69bVyzCRQweGwImywypLRD', '5akOgE7THgqgmt4fAxQkre', '2Y2gsVQ9NzlSlQdCgnQ6ug', '2HGF8MZq8nygoAlDB3BhCP', '5dXcd9n6xLT4yIgnmevz37']",1313,16,['classic persian pop'],9,0.0637279147668,0.0034408729670694954,0.12913564655378265,0.0060410995688298125
68,1W5u8Bz2yimyuuI8QNYsNO,Shahin Najafi,"['0tctijgZruddzQ8FCgvDj2', '4tXhsMzLWZ1WL952nYBPTL', '4eVyI1yiHoRjVrxt5y7gGL', '5F3JQSbuDo4pWGLC2UTLTI', '2X90kCLyxyPeJ5nynJGbvT']",19692,35,"['classic persian pop', 'conscious hip hop', 'persian alternative']",3,2.06805965092e-10,0.04449109215614154,0.08829708107323622,0.0028625196684810023
69,07L6XZ7QaTsZLP8jwLoFgY,Googoosh,"['2jvB5M73tBZlWybPmxIaw7', '5b1CDxqOGnXr5M1DUn2XQh', '3IDPcBP4OoTNvm3b4h46cW', '5WCHc16VvzVCmBKH70CYfw', '4NdEcxTgFXf083ttLRBZOE']",25735,42,"['azeri traditional', 'classic persian pop']",0,-6.33336460473e-19,0.0,0.0,0.0005140468236726006
70,4eVyI1yiHoRjVrxt5y7gGL,Mohsen Namjoo,"['42o3S5oDd4Q4YyMNRmN5oS', '0tctijgZruddzQ8FCgvDj2', '1aAvWm4c1RQ2HnxFQYGFKS', '3meYUCHyh5OayViOog5daw', '4kC0KjDKDzan8PsIglvzio']",30639,38,['persian alternative'],14,2.02908077405e-10,0.0984768983780171,0.08893924166285976,0.010316441031957427
71,0cuFX3PhgtIqQDKPLCL854,Viguen,"['5b1CDxqOGnXr5M1DUn2XQh', '5fDiPm7RFIZx73fNwnLOxR', '2qNu2Ys8ePDMvKwixWNdbS', '7f8OibY3PULjl3LFgONPXC', '4NdEcxTgFXf083ttLRBZOE']",5573,32,['classic persian pop'],10,7.53429105161e-06,0.019979186352001167,0.17055991253337818,0.011780574886419894
72,1IlwO4YlID1tcb5QgWOiQu,Hamid Hiraad,"['3lDvSMuYmhBK4KhJ9Bryak', '0RijxlHRlHCt8hYWPclQRJ', '0Ivc48Y30tpafzyoi2U4OJ', '1XLGWRdWbnYF5WrI8Kli4m', '5soNWYxH02JzesP081GwEl']",6653,40,['persian pop'],6,1.58095200785e-08,0.0024546131330050926,0.0948279216212091,0.005472221261205958
73,10q6ToQDyMq4fIckvuwXEO,Sina Shabankhani,"['67kWRUuakWQ7zpgUCLWMCH', '2uae2HQyeF6uSsV7u1cUF2', '5soNWYxH02JzesP081GwEl', '6OPRYriCGklH6tE0vk5IM8', '3ik1ITmfyz6tnIgodqEHlz']",2189,29,['persian pop'],8,1.0208711105e-07,0.008958936094614487,0.0999473197752731,0.014347493305569541
74,3juum1Huev3gBqWuTfHzML,Chaartaar,"['5GZNz7JdrJ5HgyKq44iDG1', '2J9qJ9p2W1wphlX15FzbVd', '5BmZFKfOtJ5uhZd4FZFA2U', '1IlwO4YlID1tcb5QgWOiQu', '2IYl0pVatTl6O2d1CQj6GQ']",8152,33,['persian alternative'],7,4.70915731751e-17,0.008619147104185935,0.03573422668900056,0.0026976066797125228
75,5BmZFKfOtJ5uhZd4FZFA2U,Daal Band,"['2J9qJ9p2W1wphlX15FzbVd', '3juum1Huev3gBqWuTfHzML', '5GZNz7JdrJ5HgyKq44iDG1', '47w4VyWVolZiXYnFt0wqr9', '5sGy7zfcUWYPh3wHbyz4fn']",2570,21,"['persian alternative', 'persian neo-traditional']",5,6.27455267701e-17,0.0019398173692371957,0.02923709456372773,0.0022578547209916025
76,2J9qJ9p2W1wphlX15FzbVd,Pallett Band,"['3juum1Huev3gBqWuTfHzML', '47w4VyWVolZiXYnFt0wqr9', '5BmZFKfOtJ5uhZd4FZFA2U', '5GZNz7JdrJ5HgyKq44iDG1', '1aAvWm4c1RQ2HnxFQYGFKS']",8504,31,['persian alternative'],5,8.01748235277e-17,0.007561174936879216,0.02923709456372773,0.002268168916449602
77,1aAvWm4c1RQ2HnxFQYGFKS,Dang Show,"['0tctijgZruddzQ8FCgvDj2', '1Ztcq0hkmzT4gWfmWZx3wu', '4eVyI1yiHoRjVrxt5y7gGL', '5F3JQSbuDo4pWGLC2UTLTI', '5Uj3HYkiz1cn32IPHMqhOy']",7026,25,"['classic persian pop', 'persian alternative', 'persian traditional']",9,9.76416560727e-11,0.049606269353105414,0.08190988431777103,0.006619327146404341
78,5F3JQSbuDo4pWGLC2UTLTI,The Ways,"['0tctijgZruddzQ8FCgvDj2', '4besYDIj6c0kONEoL2fFqP', '6V6v6VpsjWE28oeoAnqPhg', '5YoplpynBN976eNYXe9ZrF', '1aAvWm4c1RQ2HnxFQYGFKS']",2860,18,['persian alternative'],7,1.74142796915e-10,0.04591283491838631,0.08451379218136292,0.006072844485639794
79,4besYDIj6c0kONEoL2fFqP,Radio Tehran,"['5YoplpynBN976eNYXe9ZrF', '01xUafSGlkbklhhimae66R', '5F3JQSbuDo4pWGLC2UTLTI', '55zgTrm0JBRzarhIzKaPPf', '1aAvWm4c1RQ2HnxFQYGFKS']",2453,16,['persian alternative'],6,6.61684292943e-11,0.0133349166179656,0.08013856965034873,0.004262810642741208
80,5YoplpynBN976eNYXe9ZrF,Comment,"['55zgTrm0JBRzarhIzKaPPf', '4besYDIj6c0kONEoL2fFqP', '5F3JQSbuDo4pWGLC2UTLTI', '01xUafSGlkbklhhimae66R', '7mTfF5lvdMyiWciH81cNBq']",636,8,['persian alternative'],4,5.94585325022e-11,0.024160714131731938,0.07824149538479344,0.0033324736304698446
81,01xUafSGlkbklhhimae66R,King Raam,"['4besYDIj6c0kONEoL2fFqP', '5YoplpynBN976eNYXe9ZrF', '55zgTrm0JBRzarhIzKaPPf', '1Ztcq0hkmzT4gWfmWZx3wu', '5F3JQSbuDo4pWGLC2UTLTI']",4444,27,['persian alternative'],4,3.12840323774e-11,0.0008760409850180179,0.07300982524563113,0.0026401152073238375
82,1Ztcq0hkmzT4gWfmWZx3wu,Soheil Nafisi,"['1aAvWm4c1RQ2HnxFQYGFKS', '2NzB7sjEg2k46XhFXeYi2v', '4srYvTD5HMdRWxpKRHsNfV', '4besYDIj6c0kONEoL2fFqP', '4eVyI1yiHoRjVrxt5y7gGL']",4315,20,"['classic persian pop', 'persian alternative']",10,3.97513183232e-11,0.03557171209092149,0.07769469967371802,0.005009336342244807
83,4srYvTD5HMdRWxpKRHsNfV,Soheil Nafissi,"['1Ztcq0hkmzT4gWfmWZx3wu', '4eVyI1yiHoRjVrxt5y7gGL', '2NzB7sjEg2k46XhFXeYi2v', '1aAvWm4c1RQ2HnxFQYGFKS', '45EXJ1cQAEt8k2zIYHyLBm']",1051,15,['persian alternative'],2,1.34703643954e-11,0.0025287856850975477,0.07206332191304193,0.0024037606262118988
84,0LkkLM2M97UEG7hi5mLn3u,Sasy,"['2ZC6H1OYbKsTwyWP2oipVD', '0RijxlHRlHCt8hYWPclQRJ', '1XLGWRdWbnYF5WrI8Kli4m', '3ik1ITmfyz6tnIgodqEHlz', '3lDvSMuYmhBK4KhJ9Bryak']",5681,36,['persian pop'],4,1.47230121656e-09,0.024686561003163552,0.08665770873466926,0.0021305117804935303
85,5dOnuILcq3uFLKaBMIFokr,Farhad Mehrad,"['1xA7r3Y1UGCp3rQMkgFXz4', '2jvB5M73tBZlWybPmxIaw7', '2J9qJ9p2W1wphlX15FzbVd', '0cuFX3PhgtIqQDKPLCL854', '47w4VyWVolZiXYnFt0wqr9']",4317,7,"['classic persian pop', 'persian alternative']",0,1.93372600349e-18,0.0,0.0,0.0005140468236726006
86,5GZNz7JdrJ5HgyKq44iDG1,Ali Zand Vakili,"['3juum1Huev3gBqWuTfHzML', '2J9qJ9p2W1wphlX15FzbVd', '5BmZFKfOtJ5uhZd4FZFA2U', '2IYl0pVatTl6O2d1CQj6GQ', '1IlwO4YlID1tcb5QgWOiQu']",5889,31,['persian traditional'],4,5.81773027386e-17,0.0032027553812615478,0.02680067001675042,0.0019068309358180738
87,2IYl0pVatTl6O2d1CQj6GQ,Mohsen Chavoshi,"['2jvB5M73tBZlWybPmxIaw7', '00J3XSB6tD4SGSFflGseDx', '72482nIO3fujPgLNJQWuCy', '3IDPcBP4OoTNvm3b4h46cW', '4DKaZIByJZluOmixSYIjjk']",25060,44,"['classic persian pop', 'persian pop']",12,4.93497883517e-06,0.15592964143448063,0.17931298722350755,0.01694522963577498
88,72482nIO3fujPgLNJQWuCy,Mohsen Yeganeh,"['2IYl0pVatTl6O2d1CQj6GQ', '00J3XSB6tD4SGSFflGseDx', '1tOtb40DeTYQJZPe11zSVx', '3IDPcBP4OoTNvm3b4h46cW', '0iMvs2xig8hcY8LdFCSHKZ']",22917,38,"['classic persian pop', 'persian pop']",10,2.56362215375e-06,0.17076835427825315,0.15779542875668665,0.012529700058916097
89,3IDPcBP4OoTNvm3b4h46cW,Shadmehr Aghili,"['2IYl0pVatTl6O2d1CQj6GQ', '2jvB5M73tBZlWybPmxIaw7', '72482nIO3fujPgLNJQWuCy', '00J3XSB6tD4SGSFflGseDx', '5b1CDxqOGnXr5M1DUn2XQh']",26987,41,"['classic persian pop', 'persian pop']",14,3.14570044717e-06,0.02732070357256981,0.16090981221898967,0.013779951545613948
90,7f8OibY3PULjl3LFgONPXC,Fereidoon Foroughi,"['5b1CDxqOGnXr5M1DUn2XQh', '0FYkbjit3zaFIN4kvVUdGW', '2qNu2Ys8ePDMvKwixWNdbS', '0cuFX3PhgtIqQDKPLCL854', '1FEABcMZtFitRlvH8V0UJI']",4148,27,['classic persian pop'],7,2.81222545862e-06,0.03150283172314008,0.16437023828821526,0.004825956001754371
91,5fDiPm7RFIZx73fNwnLOxR,Ramesh,"['1Z9AMFrgGmPJAqLqVTzrHZ', '0cuFX3PhgtIqQDKPLCL854', '2qNu2Ys8ePDMvKwixWNdbS', '5vGVXwtTLpfUyOxX5nkV0P', '1FEABcMZtFitRlvH8V0UJI']",2111,22,['classic persian pop'],2,1.69911805558e-06,0.011415338669703182,0.14455254998396236,0.0028007718058269534
92,5DKMxoSsZBKkZG22hJHbfq,Leila Forouhar,"['4NdEcxTgFXf083ttLRBZOE', '2qNu2Ys8ePDMvKwixWNdbS', '5b1CDxqOGnXr5M1DUn2XQh', '0cuFX3PhgtIqQDKPLCL854', '0EffwahbVorwsGoVtfovXM']",8925,35,['classic persian pop'],5,3.0088333372e-06,0.02046208011740041,0.14610687847841358,0.006101245384155111
93,3pI1XXzzKOYdYCLWurc2Ky,Ebi,"['5b1CDxqOGnXr5M1DUn2XQh', '2jvB5M73tBZlWybPmxIaw7', '1xA7r3Y1UGCp3rQMkgFXz4', '4DKaZIByJZluOmixSYIjjk', '2IYl0pVatTl6O2d1CQj6GQ']",36715,43,['classic persian pop'],3,6.29303944701e-06,0.11311885936625056,0.16437023828821526,0.012325083143674524
94,2jljxkpACxjzTTEVNIFRXg,Darya Dadvar,"['1Ztcq0hkmzT4gWfmWZx3wu', '6zhA5Vu3mPLVuSCf3RVtxH', '4eVyI1yiHoRjVrxt5y7gGL', '1aAvWm4c1RQ2HnxFQYGFKS', '7f8OibY3PULjl3LFgONPXC']",5702,26,"['classic persian pop', 'persian traditional']",2,1.13833831719e-17,0.002295000867162752,0.010050251256281407,0.0007701568207034663
