,artistId,name,relatedArtists,followers,popularity,genres
38,21bYSNzWliPW8JOHPMzx7X,Shahram Shokoohi,"['0iMvs2xig8hcY8LdFCSHKZ', '2IYl0pVatTl6O2d1CQj6GQ', '5ZJVKcOJZ2liLXcMD8G4fG', '00J3XSB6tD4SGSFflGseDx', '0T1TzS3WjueMtv79puFaqr']",3295,26,"['classic persian pop', 'persian pop']"
39,1DqM4ENIX53mvRakSSjaTj,Mohammad Esfahani,"['2jvB5M73tBZlWybPmxIaw7', '00J3XSB6tD4SGSFflGseDx', '2IYl0pVatTl6O2d1CQj6GQ', '3IDPcBP4OoTNvm3b4h46cW', '5b1CDxqOGnXr5M1DUn2XQh']",5063,25,['classic persian pop']
40,5DKMxoSsZBKkZG22hJHbfq,Leila Forouhar,"['4NdEcxTgFXf083ttLRBZOE', '2qNu2Ys8ePDMvKwixWNdbS', '5b1CDxqOGnXr5M1DUn2XQh', '0cuFX3PhgtIqQDKPLCL854', '0EffwahbVorwsGoVtfovXM']",8611,33,['classic persian pop']
41,00J3XSB6tD4SGSFflGseDx,Reza Sadeghi,"['2IYl0pVatTl6O2d1CQj6GQ', '1tOtb40DeTYQJZPe11zSVx', '2jvB5M73tBZlWybPmxIaw7', '72482nIO3fujPgLNJQWuCy', '3IDPcBP4OoTNvm3b4h46cW']",10045,33,['persian pop']
42,1xA7r3Y1UGCp3rQMkgFXz4,Faramarz Aslani,"['2jvB5M73tBZlWybPmxIaw7', '5b1CDxqOGnXr5M1DUn2XQh', '4DKaZIByJZluOmixSYIjjk', '5WCHc16VvzVCmBKH70CYfw', '3pI1XXzzKOYdYCLWurc2Ky']",10745,31,['classic persian pop']
43,25MK2fNxURgal32iaffifr,Golpa,"['1grC023GSmH0FTqX3Pwxgw', '6XJ5KXl0DaiBPd5xH5x7i5', '7IHTK9lmwhFuuJ2ditvlQr', '6AjwgAZIBM1QvBEc6tioCz', '0uCPk7Qaa7trIUAo0MarQa']",1262,12,['classic persian pop']
44,6AjwgAZIBM1QvBEc6tioCz,Dariush Rafiee,"['7IHTK9lmwhFuuJ2ditvlQr', '1grC023GSmH0FTqX3Pwxgw', '1BFRK4Cr65UGvumFsJcntf', '25MK2fNxURgal32iaffifr', '6XJ5KXl0DaiBPd5xH5x7i5']",464,3,"['classic persian pop', 'persian traditional']"
45,7IHTK9lmwhFuuJ2ditvlQr,Kouros Sarhangzadeh,"['6AjwgAZIBM1QvBEc6tioCz', '1grC023GSmH0FTqX3Pwxgw', '6XJ5KXl0DaiBPd5xH5x7i5', '25MK2fNxURgal32iaffifr', '1BFRK4Cr65UGvumFsJcntf']",558,5,"['classic persian pop', 'persian traditional']"
46,1grC023GSmH0FTqX3Pwxgw,Elaheh,"['6XJ5KXl0DaiBPd5xH5x7i5', '25MK2fNxURgal32iaffifr', '7IHTK9lmwhFuuJ2ditvlQr', '6AjwgAZIBM1QvBEc6tioCz', '1BFRK4Cr65UGvumFsJcntf']",1336,12,"['classic persian pop', 'persian traditional']"
47,1BFRK4Cr65UGvumFsJcntf,Parvin,"['1grC023GSmH0FTqX3Pwxgw', '7IHTK9lmwhFuuJ2ditvlQr', '6XJ5KXl0DaiBPd5xH5x7i5', '6AjwgAZIBM1QvBEc6tioCz', '7DCmQW885aZQY5fhN1C2PD']",620,12,['classic persian pop']
48,7DCmQW885aZQY5fhN1C2PD,Pouran,"['69bVyzCRQweGwImywypLRD', '5akOgE7THgqgmt4fAxQkre', '05owR1ds02eaZgCrtfATRF', '5TJxWW696uXFzZYpp9b6nk', '3Tf5EjUPHi04W0filXAkrG']",1269,15,['classic persian pop']
49,05owR1ds02eaZgCrtfATRF,Fereshteh,"['7DCmQW885aZQY5fhN1C2PD', '7MYldHzLrKMxUl7AcNTmHO', '5TJxWW696uXFzZYpp9b6nk', '5fDiPm7RFIZx73fNwnLOxR', '230YvsAgS4Uu6leCUUc6Bp']",482,8,['classic persian pop']
50,6G9faozjdy9wpfIKhDMRBR,Mohammad Motamedi,"['68Mz4oTRLkgxPgdkmfujeL', '3RGDkgJ2rGLnm4JqoEvdVT', '55eAm6u8p3FNbnOMlL0tfy', '0dEXbKWCnr91EGFzeI3mXS', '7gDiOICKaYVFJugoruVGlS']",1498,12,"['persian neo-traditional', 'persian traditional']"
51,7gDiOICKaYVFJugoruVGlS,Farhang Sharif,"['55eAm6u8p3FNbnOMlL0tfy', '5lHrDA7zeOdc9IlQ4uuy2p', '0VBhf7JZeqXh9k9fMBjbDL', '3f2boapgR4BFR5VaWqCeat', '1jnMluSEN8aWUWRSUxvhKT']",484,36,['persian traditional']
52,5lHrDA7zeOdc9IlQ4uuy2p,Aliasghar Bahari,"['55eAm6u8p3FNbnOMlL0tfy', '3fdDkhBEDruWRwbxaO9jUL', '3UVVoDGplRkSLfvwMkXxpr', '7gDiOICKaYVFJugoruVGlS', '0VBhf7JZeqXh9k9fMBjbDL']",207,4,['persian traditional']
53,3UVVoDGplRkSLfvwMkXxpr,Morteza Mahjoubi,"['55eAm6u8p3FNbnOMlL0tfy', '0VBhf7JZeqXh9k9fMBjbDL', '68LXHEi8ZkAtcXKvO5JPP9', '5lHrDA7zeOdc9IlQ4uuy2p', '6tvcFc7mKCBbhQp7N673sY']",185,2,['persian traditional']
54,6tvcFc7mKCBbhQp7N673sY,Hassan Kassa'i,"['0VBhf7JZeqXh9k9fMBjbDL', '55eAm6u8p3FNbnOMlL0tfy', '2ktshnN1R8gPr4BxyBRqRg', '68LXHEi8ZkAtcXKvO5JPP9', '1jnMluSEN8aWUWRSUxvhKT']",122,0,[]
55,5fDiPm7RFIZx73fNwnLOxR,Ramesh,"['0cuFX3PhgtIqQDKPLCL854', '1Z9AMFrgGmPJAqLqVTzrHZ', '2qNu2Ys8ePDMvKwixWNdbS', '5vGVXwtTLpfUyOxX5nkV0P', '1FEABcMZtFitRlvH8V0UJI']",1988,20,['classic persian pop']
56,5WCHc16VvzVCmBKH70CYfw,Moein,"['2jvB5M73tBZlWybPmxIaw7', '5b1CDxqOGnXr5M1DUn2XQh', '4NdEcxTgFXf083ttLRBZOE', '56m55Jl81jGd7q54U0IAOE', '4DKaZIByJZluOmixSYIjjk']",22097,39,['classic persian pop']
57,2rencXwi2bmo5d0P8443Ao,Shahyad,"['0EffwahbVorwsGoVtfovXM', '5coMLgB6HtAg6rf9QVPLPa', '3Tf5EjUPHi04W0filXAkrG', '6FwyjZoydsivQ2ge94HmLP', '5akOgE7THgqgmt4fAxQkre']",1777,23,"['classic persian pop', 'persian pop']"
58,4DKaZIByJZluOmixSYIjjk,Siavash Ghomayshi,"['2jvB5M73tBZlWybPmxIaw7', '1xA7r3Y1UGCp3rQMkgFXz4', '5WCHc16VvzVCmBKH70CYfw', '2IYl0pVatTl6O2d1CQj6GQ', '5b1CDxqOGnXr5M1DUn2XQh']",25345,36,['classic persian pop']
59,3meYUCHyh5OayViOog5daw,Shahram Nazeri,"['45EXJ1cQAEt8k2zIYHyLBm', '129o0b0q8hAgjrd7jDrbhP', '5Uj3HYkiz1cn32IPHMqhOy', '4eVyI1yiHoRjVrxt5y7gGL', '5C43FNPZAzBXLGWgkYWbs1']",9197,26,"['classic persian pop', 'persian traditional']"
60,129o0b0q8hAgjrd7jDrbhP,Hossein Alizadeh,"['5Uj3HYkiz1cn32IPHMqhOy', '2NzB7sjEg2k46XhFXeYi2v', '5sarhkyrBmQFnOJe2HrMBH', '3meYUCHyh5OayViOog5daw', '5C43FNPZAzBXLGWgkYWbs1']",7997,26,"['persian neo-traditional', 'persian traditional']"
61,5C43FNPZAzBXLGWgkYWbs1,Mohammad-Reza Shajarian,"['129o0b0q8hAgjrd7jDrbhP', '5Uj3HYkiz1cn32IPHMqhOy', '3meYUCHyh5OayViOog5daw', '27dwAgbXmxxoow8Mpn7aQz', '5sarhkyrBmQFnOJe2HrMBH']",12499,25,"['classic persian pop', 'persian traditional']"
62,45EXJ1cQAEt8k2zIYHyLBm,Mohammadreza Shajarian,"['3meYUCHyh5OayViOog5daw', '5Uj3HYkiz1cn32IPHMqhOy', '129o0b0q8hAgjrd7jDrbhP', '4eVyI1yiHoRjVrxt5y7gGL', '1xA7r3Y1UGCp3rQMkgFXz4']",4278,23,"['classic persian pop', 'persian traditional']"
63,5Uj3HYkiz1cn32IPHMqhOy,Homayoun Shajarian,"['45EXJ1cQAEt8k2zIYHyLBm', '129o0b0q8hAgjrd7jDrbhP', '3meYUCHyh5OayViOog5daw', '5tJdqzQYWhaBSWzGVhqGUX', '5C43FNPZAzBXLGWgkYWbs1']",18517,34,"['classic persian pop', 'persian traditional']"
64,5vGVXwtTLpfUyOxX5nkV0P,Mahasti,"['1FEABcMZtFitRlvH8V0UJI', '2qNu2Ys8ePDMvKwixWNdbS', '5b1CDxqOGnXr5M1DUn2XQh', '4NdEcxTgFXf083ttLRBZOE', '0cuFX3PhgtIqQDKPLCL854']",11925,30,"['classic persian pop', 'persian traditional']"
65,2qNu2Ys8ePDMvKwixWNdbS,Martik,"['1FEABcMZtFitRlvH8V0UJI', '5vGVXwtTLpfUyOxX5nkV0P', '0EffwahbVorwsGoVtfovXM', '5b1CDxqOGnXr5M1DUn2XQh', '3Tf5EjUPHi04W0filXAkrG']",4216,30,['classic persian pop']
66,26HwS0IKEmqlwyIuv0LbXs,Shohreh,"['0EffwahbVorwsGoVtfovXM', '3Tf5EjUPHi04W0filXAkrG', '2qNu2Ys8ePDMvKwixWNdbS', '5coMLgB6HtAg6rf9QVPLPa', '5DKMxoSsZBKkZG22hJHbfq']",4465,26,"['classic persian pop', 'persian pop']"
67,5IM6obklIrgzzE43vokYvC,Shahram Shabpareh,"['5b1CDxqOGnXr5M1DUn2XQh', '2qNu2Ys8ePDMvKwixWNdbS', '0cuFX3PhgtIqQDKPLCL854', '2jvB5M73tBZlWybPmxIaw7', '5DKMxoSsZBKkZG22hJHbfq']",7447,30,['classic persian pop']
68,0mIgp7Tc3UZNnQVGrPwBG4,Hojat Ashraf Zadeh,"['5soNWYxH02JzesP081GwEl', '5ZJVKcOJZ2liLXcMD8G4fG', '2IYl0pVatTl6O2d1CQj6GQ', '0Ivc48Y30tpafzyoi2U4OJ', '1IlwO4YlID1tcb5QgWOiQu']",815,17,[]
69,0Ivc48Y30tpafzyoi2U4OJ,Hoorosh Band,"['3lDvSMuYmhBK4KhJ9Bryak', '1IlwO4YlID1tcb5QgWOiQu', '3ik1ITmfyz6tnIgodqEHlz', '72YzRGDNjyHcUMLtsmJgKN', '0RijxlHRlHCt8hYWPclQRJ']",4260,33,['persian pop']
70,3ik1ITmfyz6tnIgodqEHlz,Masoud Sadeghloo,"['5soNWYxH02JzesP081GwEl', '2uae2HQyeF6uSsV7u1cUF2', '0Ivc48Y30tpafzyoi2U4OJ', '10q6ToQDyMq4fIckvuwXEO', '3lDvSMuYmhBK4KhJ9Bryak']",3823,30,['persian pop']
71,10q6ToQDyMq4fIckvuwXEO,Sina Shabankhani,"['2uae2HQyeF6uSsV7u1cUF2', '67kWRUuakWQ7zpgUCLWMCH', '3ik1ITmfyz6tnIgodqEHlz', '5soNWYxH02JzesP081GwEl', '6OPRYriCGklH6tE0vk5IM8']",1964,26,['persian pop']
72,67kWRUuakWQ7zpgUCLWMCH,Shahab Mozaffari,"['2uae2HQyeF6uSsV7u1cUF2', '5soNWYxH02JzesP081GwEl', '10q6ToQDyMq4fIckvuwXEO', '5zm75fVbO21EITQVKqDXAl', '6OPRYriCGklH6tE0vk5IM8']",2918,29,['persian pop']
73,5zm75fVbO21EITQVKqDXAl,Ashvan,"['67kWRUuakWQ7zpgUCLWMCH', '3ik1ITmfyz6tnIgodqEHlz', '2uae2HQyeF6uSsV7u1cUF2', '10q6ToQDyMq4fIckvuwXEO', '5soNWYxH02JzesP081GwEl']",1633,14,['persian pop']
